Date,Region,Product,Sales,Revenue,Profit,Quantity
2022-06-11,EMEA,AI Analytics,24,36000,14400,24
2022-06-12,APAC,Cyber Shield,53,79500,31800,53
2022-06-12,LATAM,Data Mesh,37,55500,22200,37
2022-06-12,North America,Cloud Engine,12,18000,7200,12
2022-06-13,EMEA,AI Analytics,2,3000,1200,2
2022-06-13,APAC,Cyber Shield,83,124500,49800,83
2022-06-13,LATAM,Data Mesh,80,120000,48000,80
2022-06-14,North America,Cloud Engine,6,9000,3600,6
2022-06-14,EMEA,AI Analytics,3,4500,1800,3
2022-06-14,APAC,Cyber Shield,90,135000,54000,90
2022-06-15,LATAM,Data Mesh,67,100500,40200,67
2022-06-15,North America,Cloud Engine,96,144000,57600,96
2022-06-15,EMEA,AI Analytics,22,33000,13200,22
2022-06-16,APAC,Cyber Shield,21,31500,12600,21
2022-06-16,LATAM,Data Mesh,67,100500,40200,67
2022-06-16,North America,Cloud Engine,32,48000,19200,32
2022-06-17,EMEA,AI Analytics,52,78000,31200,52
2022-06-17,APAC,Cyber Shield,6,9000,3600,6
2022-06-17,LATAM,Data Mesh,91,136500,54600,91
2022-06-18,North America,Cloud Engine,72,108000,43200,72
2022-06-18,EMEA,AI Analytics,47,70500,28200,47
2022-06-18,APAC,Cyber Shield,18,27000,10800,18
2022-06-19,LATAM,Data Mesh,7,10500,4200,7
2022-06-19,North America,Cloud Engine,56,84000,33600,56
2022-06-19,EMEA,AI Analytics,90,135000,54000,90
2022-06-20,APAC,Cyber Shield,17,25500,10200,17
2022-06-20,LATAM,Data Mesh,11,16500,6600,11
2022-06-20,North America,Cloud Engine,33,49500,19800,33
2022-06-21,EMEA,AI Analytics,41,61500,24600,41
2022-06-21,APAC,Cyber Shield,37,55500,22200,37
2022-06-21,LATAM,Data Mesh,21,31500,12600,21
2022-06-22,North America,Cloud Engine,3,4500,1800,3
2022-06-22,EMEA,AI Analytics,3,4500,1800,3
2022-06-22,APAC,Cyber Shield,80,120000,48000,80
2022-06-23,LATAM,Data Mesh,24,36000,14400,24
2022-06-23,North America,Cloud Engine,79,118500,47400,79
2022-06-23,EMEA,AI Analytics,62,93000,37200,62
2022-06-24,APAC,Cyber Shield,30,45000,18000,30
2022-06-24,LATAM,Data Mesh,65,97500,39000,65
2022-06-24,North America,Cloud Engine,54,81000,32400,54
2022-06-25,EMEA,AI Analytics,44,66000,26400,44
2022-06-25,APAC,Cyber Shield,61,91500,36600,61
2022-06-25,LATAM,Data Mesh,24,36000,14400,24
2022-06-26,North America,Cloud Engine,52,78000,31200,52
2022-06-26,EMEA,AI Analytics,86,129000,51600,86
2022-06-26,APAC,Cyber Shield,91,136500,54600,91
2022-06-27,LATAM,Data Mesh,16,24000,9600,16
2022-06-27,North America,Cloud Engine,66,99000,39600,66
2022-06-27,EMEA,AI Analytics,34,51000,20400,34
2022-06-28,APAC,Cyber Shield,15,22500,9000,15
2022-06-28,LATAM,Data Mesh,96,144000,57600,96
2022-06-28,North America,Cloud Engine,65,97500,39000,65
2022-06-29,EMEA,AI Analytics,75,112500,45000,75
2022-06-29,APAC,Cyber Shield,66,99000,39600,66
2022-06-29,LATAM,Data Mesh,80,120000,48000,80
2022-06-30,North America,Cloud Engine,85,127500,51000,85
2022-06-30,EMEA,AI Analytics,53,79500,31800,53
2022-06-30,APAC,Cyber Shield,39,58500,23400,39
2022-07-01,LATAM,Data Mesh,75,112500,45000,75
2022-07-01,North America,Cloud Engine,59,88500,35400,59
2022-07-01,EMEA,AI Analytics,58,87000,34800,58
2022-07-02,APAC,Cyber Shield,2,3000,1200,2
2022-07-02,LATAM,Data Mesh,80,120000,48000,80
2022-07-02,North America,Cloud Engine,12,18000,7200,12
2022-07-03,EMEA,AI Analytics,64,96000,38400,64
2022-07-03,APAC,Cyber Shield,85,127500,51000,85
2022-07-03,LATAM,Data Mesh,40,60000,24000,40
2022-07-04,North America,Cloud Engine,70,105000,42000,70
2022-07-04,EMEA,AI Analytics,87,130500,52200,87
2022-07-04,APAC,Cyber Shield,26,39000,15600,26
2022-07-05,LATAM,Data Mesh,14,21000,8400,14
2022-07-05,North America,Cloud Engine,91,136500,54600,91
2022-07-05,EMEA,AI Analytics,17,25500,10200,17
2022-07-06,APAC,Cyber Shield,75,112500,45000,75
2022-07-06,LATAM,Data Mesh,88,132000,52800,88
2022-07-06,North America,Cloud Engine,28,42000,16800,28
2022-07-07,EMEA,AI Analytics,65,97500,39000,65
2022-07-07,APAC,Cyber Shield,27,40500,16200,27
2022-07-07,LATAM,Data Mesh,64,96000,38400,64
2022-07-08,North America,Cloud Engine,24,36000,14400,24
2022-07-08,EMEA,AI Analytics,55,82500,33000,55
2022-07-08,APAC,Cyber Shield,71,106500,42600,71
2022-07-09,LATAM,Data Mesh,94,141000,56400,94
2022-07-09,North America,Cloud Engine,72,108000,43200,72
2022-07-09,EMEA,AI Analytics,85,127500,51000,85
2022-07-10,APAC,Cyber Shield,36,54000,21600,36
2022-07-10,LATAM,Data Mesh,14,21000,8400,14
2022-07-10,North America,Cloud Engine,59,88500,35400,59
2022-07-11,EMEA,AI Analytics,71,106500,42600,71
2022-07-11,APAC,Cyber Shield,81,121500,48600,81
2022-07-11,LATAM,Data Mesh,61,91500,36600,61
2022-07-12,North America,Cloud Engine,42,63000,25200,42
2022-07-12,EMEA,AI Analytics,72,108000,43200,72
2022-07-12,APAC,Cyber Shield,45,67500,27000,45
2022-07-13,LATAM,Data Mesh,47,70500,28200,47
2022-07-13,North America,Cloud Engine,71,106500,42600,71
2022-07-13,EMEA,AI Analytics,42,63000,25200,42
2022-07-14,APAC,Cyber Shield,28,42000,16800,28
2022-07-14,LATAM,Data Mesh,19,28500,11400,19
2022-07-14,North America,Cloud Engine,24,36000,14400,24
2022-07-15,EMEA,AI Analytics,95,142500,57000,95
2022-07-15,APAC,Cyber Shield,4,6000,2400,4
2022-07-15,LATAM,Data Mesh,13,19500,7800,13
2022-07-16,North America,Cloud Engine,57,85500,34200,57
2022-07-16,EMEA,AI Analytics,44,66000,26400,44
2022-07-16,APAC,Cyber Shield,49,73500,29400,49
2022-07-17,LATAM,Data Mesh,16,24000,9600,16
2022-07-17,North America,Cloud Engine,60,90000,36000,60
2022-07-17,EMEA,AI Analytics,5,7500,3000,5
2022-07-18,APAC,Cyber Shield,25,37500,15000,25
2022-07-18,LATAM,Data Mesh,17,25500,10200,17
2022-07-18,North America,Cloud Engine,12,18000,7200,12
2022-07-19,EMEA,AI Analytics,91,136500,54600,91
2022-07-19,APAC,Cyber Shield,90,135000,54000,90
2022-07-19,LATAM,Data Mesh,72,108000,43200,72
2022-07-20,North America,Cloud Engine,47,70500,28200,47
2022-07-20,EMEA,AI Analytics,84,126000,50400,84
2022-07-20,APAC,Cyber Shield,35,52500,21000,35
2022-07-21,LATAM,Data Mesh,51,76500,30600,51
2022-07-21,North America,Cloud Engine,49,73500,29400,49
2022-07-21,EMEA,AI Analytics,95,142500,57000,95
2022-07-22,APAC,Cyber Shield,21,31500,12600,21
2022-07-22,LATAM,Data Mesh,67,100500,40200,67
2022-07-22,North America,Cloud Engine,7,10500,4200,7
2022-07-23,EMEA,AI Analytics,69,103500,41400,69
2022-07-23,APAC,Cyber Shield,22,33000,13200,22
2022-07-23,LATAM,Data Mesh,59,88500,35400,59
2022-07-24,North America,Cloud Engine,12,18000,7200,12
2022-07-24,EMEA,AI Analytics,32,48000,19200,32
2022-07-24,APAC,Cyber Shield,45,67500,27000,45
2022-07-25,LATAM,Data Mesh,13,19500,7800,13
2022-07-25,North America,Cloud Engine,11,16500,6600,11
2022-07-25,EMEA,AI Analytics,46,69000,27600,46
2022-07-26,APAC,Cyber Shield,72,108000,43200,72
2022-07-26,LATAM,Data Mesh,51,76500,30600,51
2022-07-26,North America,Cloud Engine,36,54000,21600,36
2022-07-27,EMEA,AI Analytics,44,66000,26400,44
2022-07-27,APAC,Cyber Shield,38,57000,22800,38
2022-07-27,LATAM,Data Mesh,87,130500,52200,87
2022-07-28,North America,Cloud Engine,73,109500,43800,73
2022-07-28,EMEA,AI Analytics,8,12000,4800,8
2022-07-28,APAC,Cyber Shield,90,135000,54000,90
2022-07-29,LATAM,Data Mesh,74,111000,44400,74
2022-07-29,North America,Cloud Engine,3,4500,1800,3
2022-07-29,EMEA,AI Analytics,88,132000,52800,88
2022-07-30,APAC,Cyber Shield,81,121500,48600,81
2022-07-30,LATAM,Data Mesh,71,106500,42600,71
2022-07-30,North America,Cloud Engine,84,126000,50400,84
2022-07-31,EMEA,AI Analytics,33,49500,19800,33
2022-07-31,APAC,Cyber Shield,69,103500,41400,69
2022-07-31,LATAM,Data Mesh,27,40500,16200,27
2022-08-01,North America,Cloud Engine,21,31500,12600,21
2022-08-01,EMEA,AI Analytics,84,126000,50400,84
2022-08-01,APAC,Cyber Shield,20,30000,12000,20
2022-08-02,LATAM,Data Mesh,66,99000,39600,66
2022-08-02,North America,Cloud Engine,58,87000,34800,58
2022-08-02,EMEA,AI Analytics,56,84000,33600,56
2022-08-03,APAC,Cyber Shield,69,103500,41400,69
2022-08-03,LATAM,Data Mesh,78,117000,46800,78
2022-08-03,North America,Cloud Engine,53,79500,31800,53
2022-08-04,EMEA,AI Analytics,51,76500,30600,51
2022-08-04,APAC,Cyber Shield,58,87000,34800,58
2022-08-04,LATAM,Data Mesh,73,109500,43800,73
2022-08-05,North America,Cloud Engine,82,123000,49200,82
2022-08-05,EMEA,AI Analytics,52,78000,31200,52
2022-08-05,APAC,Cyber Shield,74,111000,44400,74
2022-08-06,LATAM,Data Mesh,44,66000,26400,44
2022-08-06,North America,Cloud Engine,90,135000,54000,90
2022-08-06,EMEA,AI Analytics,24,36000,14400,24
2022-08-07,APAC,Cyber Shield,38,57000,22800,38
2022-08-07,LATAM,Data Mesh,65,97500,39000,65
2022-08-07,North America,Cloud Engine,47,70500,28200,47
2022-08-08,EMEA,AI Analytics,69,103500,41400,69
2022-08-08,APAC,Cyber Shield,6,9000,3600,6
2022-08-08,LATAM,Data Mesh,42,63000,25200,42
2022-08-09,North America,Cloud Engine,56,84000,33600,56
2022-08-09,EMEA,AI Analytics,86,129000,51600,86
2022-08-09,APAC,Cyber Shield,77,115500,46200,77
2022-08-10,LATAM,Data Mesh,4,6000,2400,4
2022-08-10,North America,Cloud Engine,40,60000,24000,40
2022-08-10,EMEA,AI Analytics,50,75000,30000,50
2022-08-11,APAC,Cyber Shield,49,73500,29400,49
2022-08-11,LATAM,Data Mesh,56,84000,33600,56
2022-08-11,North America,Cloud Engine,98,147000,58800,98
2022-08-12,EMEA,AI Analytics,99,148500,59400,99
2022-08-12,APAC,Cyber Shield,49,73500,29400,49
2022-08-12,LATAM,Data Mesh,63,94500,37800,63
2022-08-13,North America,Cloud Engine,57,85500,34200,57
2022-08-13,EMEA,AI Analytics,64,96000,38400,64
2022-08-13,APAC,Cyber Shield,10,15000,6000,10
2022-08-14,LATAM,Data Mesh,17,25500,10200,17
2022-08-14,North America,Cloud Engine,44,66000,26400,44
2022-08-14,EMEA,AI Analytics,83,124500,49800,83
2022-08-15,APAC,Cyber Shield,84,126000,50400,84
2022-08-15,LATAM,Data Mesh,61,91500,36600,61
2022-08-15,North America,Cloud Engine,47,70500,28200,47
2022-08-16,EMEA,AI Analytics,70,105000,42000,70
2022-08-16,APAC,Cyber Shield,5,7500,3000,5
2022-08-16,LATAM,Data Mesh,90,135000,54000,90
2022-08-17,North America,Cloud Engine,43,64500,25800,43
2022-08-17,EMEA,AI Analytics,68,102000,40800,68
2022-08-17,APAC,Cyber Shield,33,49500,19800,33
2022-08-18,LATAM,Data Mesh,58,87000,34800,58
2022-08-18,North America,Cloud Engine,25,37500,15000,25
2022-08-18,EMEA,AI Analytics,19,28500,11400,19
2022-08-19,APAC,Cyber Shield,99,148500,59400,99
2022-08-19,LATAM,Data Mesh,31,46500,18600,31
2022-08-19,North America,Cloud Engine,13,19500,7800,13
2022-08-20,EMEA,AI Analytics,14,21000,8400,14
2022-08-20,APAC,Cyber Shield,26,39000,15600,26
2022-08-20,LATAM,Data Mesh,68,102000,40800,68
2022-08-21,North America,Cloud Engine,13,19500,7800,13
2022-08-21,EMEA,AI Analytics,50,75000,30000,50
2022-08-21,APAC,Cyber Shield,83,124500,49800,83
2022-08-22,LATAM,Data Mesh,28,42000,16800,28
2022-08-22,North America,Cloud Engine,73,109500,43800,73
2022-08-22,EMEA,AI Analytics,71,106500,42600,71
2022-08-23,APAC,Cyber Shield,24,36000,14400,24
2022-08-23,LATAM,Data Mesh,11,16500,6600,11
2022-08-23,North America,Cloud Engine,41,61500,24600,41
2022-08-24,EMEA,AI Analytics,56,84000,33600,56
2022-08-24,APAC,Cyber Shield,47,70500,28200,47
2022-08-24,LATAM,Data Mesh,88,132000,52800,88
2022-08-25,North America,Cloud Engine,4,6000,2400,4
2022-08-25,EMEA,AI Analytics,70,105000,42000,70
2022-08-25,APAC,Cyber Shield,54,81000,32400,54
2022-08-26,LATAM,Data Mesh,13,19500,7800,13
2022-08-26,North America,Cloud Engine,53,79500,31800,53
2022-08-26,EMEA,AI Analytics,2,3000,1200,2
2022-08-27,APAC,Cyber Shield,4,6000,2400,4
2022-08-27,LATAM,Data Mesh,51,76500,30600,51
2022-08-27,North America,Cloud Engine,14,21000,8400,14
2022-08-28,EMEA,AI Analytics,17,25500,10200,17
2022-08-28,APAC,Cyber Shield,44,66000,26400,44
2022-08-28,LATAM,Data Mesh,5,7500,3000,5
2022-08-29,North America,Cloud Engine,31,46500,18600,31
2022-08-29,EMEA,AI Analytics,43,64500,25800,43
2022-08-29,APAC,Cyber Shield,83,124500,49800,83
2022-08-30,LATAM,Data Mesh,67,100500,40200,67
2022-08-30,North America,Cloud Engine,39,58500,23400,39
2022-08-30,EMEA,AI Analytics,24,36000,14400,24
2022-08-31,APAC,Cyber Shield,22,33000,13200,22
2022-08-31,LATAM,Data Mesh,9,13500,5400,9
2022-08-31,North America,Cloud Engine,48,72000,28800,48
2022-09-01,EMEA,AI Analytics,70,105000,42000,70
2022-09-01,APAC,Cyber Shield,41,61500,24600,41
2022-09-01,LATAM,Data Mesh,20,30000,12000,20
2022-09-02,North America,Cloud Engine,70,105000,42000,70
2022-09-02,EMEA,AI Analytics,97,145500,58200,97
2022-09-02,APAC,Cyber Shield,4,6000,2400,4
2022-09-03,LATAM,Data Mesh,24,36000,14400,24
2022-09-03,North America,Cloud Engine,41,61500,24600,41
2022-09-03,EMEA,AI Analytics,11,16500,6600,11
2022-09-04,APAC,Cyber Shield,22,33000,13200,22
2022-09-04,LATAM,Data Mesh,82,123000,49200,82
2022-09-04,North America,Cloud Engine,7,10500,4200,7
2022-09-05,EMEA,AI Analytics,83,124500,49800,83
2022-09-05,APAC,Cyber Shield,63,94500,37800,63
2022-09-05,LATAM,Data Mesh,20,30000,12000,20
2022-09-06,North America,Cloud Engine,28,42000,16800,28
2022-09-06,EMEA,AI Analytics,85,127500,51000,85
2022-09-06,APAC,Cyber Shield,17,25500,10200,17
2022-09-07,LATAM,Data Mesh,14,21000,8400,14
2022-09-07,North America,Cloud Engine,28,42000,16800,28
2022-09-07,EMEA,AI Analytics,9,13500,5400,9
2022-09-08,APAC,Cyber Shield,75,112500,45000,75
2022-09-08,LATAM,Data Mesh,91,136500,54600,91
2022-09-08,North America,Cloud Engine,22,33000,13200,22
2022-09-09,EMEA,AI Analytics,69,103500,41400,69
2022-09-09,APAC,Cyber Shield,51,76500,30600,51
2022-09-09,LATAM,Data Mesh,8,12000,4800,8
2022-09-10,North America,Cloud Engine,48,72000,28800,48
2022-09-10,EMEA,AI Analytics,33,49500,19800,33
2022-09-10,APAC,Cyber Shield,82,123000,49200,82
2022-09-11,LATAM,Data Mesh,81,121500,48600,81
2022-09-11,North America,Cloud Engine,67,100500,40200,67
2022-09-11,EMEA,AI Analytics,85,127500,51000,85
2022-09-12,APAC,Cyber Shield,79,118500,47400,79
2022-09-12,LATAM,Data Mesh,37,55500,22200,37
2022-09-12,North America,Cloud Engine,72,108000,43200,72
2022-09-13,EMEA,AI Analytics,63,94500,37800,63
2022-09-13,APAC,Cyber Shield,27,40500,16200,27
2022-09-13,LATAM,Data Mesh,40,60000,24000,40
2022-09-14,North America,Cloud Engine,48,72000,28800,48
2022-09-14,EMEA,AI Analytics,62,93000,37200,62
2022-09-14,APAC,Cyber Shield,90,135000,54000,90
2022-09-15,LATAM,Data Mesh,55,82500,33000,55
2022-09-15,North America,Cloud Engine,7,10500,4200,7
2022-09-15,EMEA,AI Analytics,96,144000,57600,96
2022-09-16,APAC,Cyber Shield,32,48000,19200,32
2022-09-16,LATAM,Data Mesh,37,55500,22200,37
2022-09-16,North America,Cloud Engine,55,82500,33000,55
2022-09-17,EMEA,AI Analytics,37,55500,22200,37
2022-09-17,APAC,Cyber Shield,82,123000,49200,82
2022-09-17,LATAM,Data Mesh,30,45000,18000,30
2022-09-18,North America,Cloud Engine,64,96000,38400,64
2022-09-18,EMEA,AI Analytics,77,115500,46200,77
2022-09-18,APAC,Cyber Shield,32,48000,19200,32
2022-09-19,LATAM,Data Mesh,70,105000,42000,70
2022-09-19,North America,Cloud Engine,93,139500,55800,93
2022-09-19,EMEA,AI Analytics,97,145500,58200,97
2022-09-20,APAC,Cyber Shield,60,90000,36000,60
2022-09-20,LATAM,Data Mesh,76,114000,45600,76
2022-09-20,North America,Cloud Engine,44,66000,26400,44
2022-09-21,EMEA,AI Analytics,65,97500,39000,65
2022-09-21,APAC,Cyber Shield,30,45000,18000,30
2022-09-21,LATAM,Data Mesh,35,52500,21000,35
2022-09-22,North America,Cloud Engine,96,144000,57600,96
2022-09-22,EMEA,AI Analytics,71,106500,42600,71
2022-09-22,APAC,Cyber Shield,74,111000,44400,74
2022-09-23,LATAM,Data Mesh,88,132000,52800,88
2022-09-23,North America,Cloud Engine,77,115500,46200,77
2022-09-23,EMEA,AI Analytics,12,18000,7200,12
2022-09-24,APAC,Cyber Shield,45,67500,27000,45
2022-09-24,LATAM,Data Mesh,78,117000,46800,78
2022-09-24,North America,Cloud Engine,20,30000,12000,20
2022-09-25,EMEA,AI Analytics,38,57000,22800,38
2022-09-25,APAC,Cyber Shield,51,76500,30600,51
2022-09-25,LATAM,Data Mesh,63,94500,37800,63
2022-09-26,North America,Cloud Engine,19,28500,11400,19
2022-09-26,EMEA,AI Analytics,84,126000,50400,84
2022-09-26,APAC,Cyber Shield,39,58500,23400,39
2022-09-27,LATAM,Data Mesh,48,72000,28800,48
2022-09-27,North America,Cloud Engine,74,111000,44400,74
2022-09-27,EMEA,AI Analytics,92,138000,55200,92
2022-09-28,APAC,Cyber Shield,85,127500,51000,85
2022-09-28,LATAM,Data Mesh,31,46500,18600,31
2022-09-28,North America,Cloud Engine,83,124500,49800,83
2022-09-29,EMEA,AI Analytics,8,12000,4800,8
2022-09-29,APAC,Cyber Shield,26,39000,15600,26
2022-09-29,LATAM,Data Mesh,83,124500,49800,83
2022-09-30,North America,Cloud Engine,59,88500,35400,59
2022-09-30,EMEA,AI Analytics,40,60000,24000,40
2022-09-30,APAC,Cyber Shield,31,46500,18600,31
2022-10-01,LATAM,Data Mesh,60,90000,36000,60
2022-10-01,North America,Cloud Engine,2,3000,1200,2
2022-10-01,EMEA,AI Analytics,67,100500,40200,67
2022-10-02,APAC,Cyber Shield,5,7500,3000,5
2022-10-02,LATAM,Data Mesh,6,9000,3600,6
2022-10-02,North America,Cloud Engine,42,63000,25200,42
2022-10-03,EMEA,AI Analytics,10,15000,6000,10
2022-10-03,APAC,Cyber Shield,45,67500,27000,45
2022-10-03,LATAM,Data Mesh,91,136500,54600,91
2022-10-04,North America,Cloud Engine,99,148500,59400,99
2022-10-04,EMEA,AI Analytics,46,69000,27600,46
2022-10-04,APAC,Cyber Shield,31,46500,18600,31
2022-10-05,LATAM,Data Mesh,8,12000,4800,8
2022-10-05,North America,Cloud Engine,82,123000,49200,82
2022-10-05,EMEA,AI Analytics,78,117000,46800,78
2022-10-06,APAC,Cyber Shield,68,102000,40800,68
2022-10-06,LATAM,Data Mesh,36,54000,21600,36
2022-10-06,North America,Cloud Engine,92,138000,55200,92
2022-10-07,EMEA,AI Analytics,12,18000,7200,12
2022-10-07,APAC,Cyber Shield,92,138000,55200,92
2022-10-07,LATAM,Data Mesh,54,81000,32400,54
2022-10-08,North America,Cloud Engine,64,96000,38400,64
2022-10-08,EMEA,AI Analytics,17,25500,10200,17
2022-10-08,APAC,Cyber Shield,11,16500,6600,11
2022-10-09,LATAM,Data Mesh,44,66000,26400,44
2022-10-09,North America,Cloud Engine,37,55500,22200,37
2022-10-09,EMEA,AI Analytics,34,51000,20400,34
2022-10-10,APAC,Cyber Shield,53,79500,31800,53
2022-10-10,LATAM,Data Mesh,65,97500,39000,65
2022-10-10,North America,Cloud Engine,82,123000,49200,82
2022-10-11,EMEA,AI Analytics,47,70500,28200,47
2022-10-11,APAC,Cyber Shield,59,88500,35400,59
2022-10-11,LATAM,Data Mesh,95,142500,57000,95
2022-10-12,North America,Cloud Engine,74,111000,44400,74
2022-10-12,EMEA,AI Analytics,71,106500,42600,71
2022-10-12,APAC,Cyber Shield,2,3000,1200,2
2022-10-13,LATAM,Data Mesh,11,16500,6600,11
2022-10-13,North America,Cloud Engine,78,117000,46800,78
2022-10-13,EMEA,AI Analytics,91,136500,54600,91
2022-10-14,APAC,Cyber Shield,21,31500,12600,21
2022-10-14,LATAM,Data Mesh,22,33000,13200,22
2022-10-14,North America,Cloud Engine,79,118500,47400,79
2022-10-15,EMEA,AI Analytics,41,61500,24600,41
2022-10-15,APAC,Cyber Shield,97,145500,58200,97
2022-10-15,LATAM,Data Mesh,70,105000,42000,70
2022-10-16,North America,Cloud Engine,59,88500,35400,59
2022-10-16,EMEA,AI Analytics,98,147000,58800,98
2022-10-16,APAC,Cyber Shield,100,150000,60000,100
2022-10-17,LATAM,Data Mesh,43,64500,25800,43
2022-10-17,North America,Cloud Engine,4,6000,2400,4
2022-10-17,EMEA,AI Analytics,23,34500,13800,23
2022-10-18,APAC,Cyber Shield,17,25500,10200,17
2022-10-18,LATAM,Data Mesh,50,75000,30000,50
2022-10-18,North America,Cloud Engine,65,97500,39000,65
2022-10-19,EMEA,AI Analytics,88,132000,52800,88
2022-10-19,APAC,Cyber Shield,10,15000,6000,10
2022-10-19,LATAM,Data Mesh,46,69000,27600,46
2022-10-20,North America,Cloud Engine,79,118500,47400,79
2022-10-20,EMEA,AI Analytics,62,93000,37200,62
2022-10-20,APAC,Cyber Shield,83,124500,49800,83
2022-10-21,LATAM,Data Mesh,43,64500,25800,43
2022-10-21,North America,Cloud Engine,97,145500,58200,97
2022-10-21,EMEA,AI Analytics,4,6000,2400,4
2022-10-22,APAC,Cyber Shield,3,4500,1800,3
2022-10-22,LATAM,Data Mesh,26,39000,15600,26
2022-10-22,North America,Cloud Engine,47,70500,28200,47
2022-10-23,EMEA,AI Analytics,61,91500,36600,61
2022-10-23,APAC,Cyber Shield,55,82500,33000,55
2022-10-23,LATAM,Data Mesh,19,28500,11400,19
2022-10-24,North America,Cloud Engine,56,84000,33600,56
2022-10-24,EMEA,AI Analytics,7,10500,4200,7
2022-10-24,APAC,Cyber Shield,55,82500,33000,55
2022-10-25,LATAM,Data Mesh,14,21000,8400,14
2022-10-25,North America,Cloud Engine,7,10500,4200,7
2022-10-25,EMEA,AI Analytics,83,124500,49800,83
2022-10-26,APAC,Cyber Shield,87,130500,52200,87
2022-10-26,LATAM,Data Mesh,70,105000,42000,70
2022-10-26,North America,Cloud Engine,87,130500,52200,87
2022-10-27,EMEA,AI Analytics,80,120000,48000,80
2022-10-27,APAC,Cyber Shield,62,93000,37200,62
2022-10-27,LATAM,Data Mesh,39,58500,23400,39
2022-10-28,North America,Cloud Engine,92,138000,55200,92
2022-10-28,EMEA,AI Analytics,27,40500,16200,27
2022-10-28,APAC,Cyber Shield,64,96000,38400,64
2022-10-29,LATAM,Data Mesh,45,67500,27000,45
2022-10-29,North America,Cloud Engine,36,54000,21600,36
2022-10-29,EMEA,AI Analytics,9,13500,5400,9
2022-10-30,APAC,Cyber Shield,54,81000,32400,54
2022-10-30,LATAM,Data Mesh,29,43500,17400,29
2022-10-30,North America,Cloud Engine,2,3000,1200,2
2022-10-31,EMEA,AI Analytics,57,85500,34200,57
2022-10-31,APAC,Cyber Shield,33,49500,19800,33
2022-10-31,LATAM,Data Mesh,45,67500,27000,45
2022-11-01,North America,Cloud Engine,19,28500,11400,19
2022-11-01,EMEA,AI Analytics,82,123000,49200,82
2022-11-01,APAC,Cyber Shield,13,19500,7800,13
2022-11-02,LATAM,Data Mesh,77,115500,46200,77
2022-11-02,North America,Cloud Engine,40,60000,24000,40
2022-11-02,EMEA,AI Analytics,84,126000,50400,84
2022-11-03,APAC,Cyber Shield,11,16500,6600,11
2022-11-03,LATAM,Data Mesh,64,96000,38400,64
2022-11-03,North America,Cloud Engine,65,97500,39000,65
2022-11-04,EMEA,AI Analytics,55,82500,33000,55
2022-11-04,APAC,Cyber Shield,9,13500,5400,9
2022-11-04,LATAM,Data Mesh,80,120000,48000,80
2022-11-05,North America,Cloud Engine,44,66000,26400,44
2022-11-05,EMEA,AI Analytics,84,126000,50400,84
2022-11-05,APAC,Cyber Shield,87,130500,52200,87
2022-11-06,LATAM,Data Mesh,62,93000,37200,62
2022-11-06,North America,Cloud Engine,75,112500,45000,75
2022-11-06,EMEA,AI Analytics,74,111000,44400,74
2022-11-07,APAC,Cyber Shield,56,84000,33600,56
2022-11-07,LATAM,Data Mesh,75,112500,45000,75
2022-11-07,North America,Cloud Engine,20,30000,12000,20
2022-11-08,EMEA,AI Analytics,12,18000,7200,12
2022-11-08,APAC,Cyber Shield,8,12000,4800,8
2022-11-08,LATAM,Data Mesh,83,124500,49800,83
2022-11-09,North America,Cloud Engine,76,114000,45600,76
2022-11-09,EMEA,AI Analytics,18,27000,10800,18
2022-11-09,APAC,Cyber Shield,74,111000,44400,74
2022-11-10,LATAM,Data Mesh,7,10500,4200,7
2022-11-10,North America,Cloud Engine,85,127500,51000,85
2022-11-10,EMEA,AI Analytics,23,34500,13800,23
2022-11-11,APAC,Cyber Shield,39,58500,23400,39
2022-11-11,LATAM,Data Mesh,95,142500,57000,95
2022-11-11,North America,Cloud Engine,71,106500,42600,71
2022-11-12,EMEA,AI Analytics,5,7500,3000,5
2022-11-12,APAC,Cyber Shield,7,10500,4200,7
2022-11-12,LATAM,Data Mesh,6,9000,3600,6
2022-11-13,North America,Cloud Engine,21,31500,12600,21
2022-11-13,EMEA,AI Analytics,69,103500,41400,69
2022-11-13,APAC,Cyber Shield,46,69000,27600,46
2022-11-14,LATAM,Data Mesh,52,78000,31200,52
2022-11-14,North America,Cloud Engine,84,126000,50400,84
2022-11-14,EMEA,AI Analytics,41,61500,24600,41
2022-11-15,APAC,Cyber Shield,36,54000,21600,36
2022-11-15,LATAM,Data Mesh,88,132000,52800,88
2022-11-15,North America,Cloud Engine,70,105000,42000,70
2022-11-16,EMEA,AI Analytics,70,105000,42000,70
2022-11-16,APAC,Cyber Shield,38,57000,22800,38
2022-11-16,LATAM,Data Mesh,90,135000,54000,90
2022-11-17,North America,Cloud Engine,95,142500,57000,95
2022-11-17,EMEA,AI Analytics,64,96000,38400,64
2022-11-17,APAC,Cyber Shield,81,121500,48600,81
2022-11-18,LATAM,Data Mesh,11,16500,6600,11
2022-11-18,North America,Cloud Engine,64,96000,38400,64
2022-11-18,EMEA,AI Analytics,68,102000,40800,68
2022-11-19,APAC,Cyber Shield,92,138000,55200,92
2022-11-19,LATAM,Data Mesh,61,91500,36600,61
2022-11-19,North America,Cloud Engine,32,48000,19200,32
2022-11-20,EMEA,AI Analytics,96,144000,57600,96
2022-11-20,APAC,Cyber Shield,46,69000,27600,46
